FrameNumber,Kanji,Keyword,LastReview,ExpireDate,LeitnerBox,FailCount,PassCount
786,"乳","milk",2022-10-16 21:52:12,2023-02-19,7,0,6
787,"浮","floating",2022-11-14 21:22:03,2022-12-08,5,0,8
788,"淫","lewd",2022-11-01 10:50:29,2023-02-11,7,0,6
789,"将","leader",2022-11-20 11:41:01,2022-12-17,5,0,10
790,"奨","exhort",2022-11-15 21:04:53,2023-03-17,7,1,8
791,"采","grab",2022-11-03 21:33:12,2023-03-09,7,0,6
792,"採","pick",2022-11-13 22:27:32,2023-02-23,7,0,10
793,"菜","vegetable",2022-10-24 21:19:17,2023-02-03,7,0,6
794,"受","accept",2022-10-30 13:32:28,2023-02-07,7,0,6
795,"授","impart",2022-10-26 11:32:04,2023-02-14,7,0,6
796,"愛","love",2022-10-23 12:20:09,2022-12-15,6,0,7
797,"曖","unclear",2022-10-23 12:12:08,2023-02-12,7,0,6
798,"払","pay",2022-11-12 11:58:37,2023-03-12,7,0,8
799,"広","wide",2022-11-05 22:12:17,2023-03-11,7,0,6
800,"勾","hooked",2022-10-01 10:42:54,2022-11-27,6,0,8
801,"拡","broaden",2022-11-22 19:44:58,2022-12-22,5,0,9
802,"鉱","mineral",2022-10-24 21:50:12,2023-02-26,7,0,6
803,"弁","valve",2022-11-11 13:03:50,2023-03-04,7,0,8
804,"雄","male",2022-11-08 14:55:51,2022-12-07,5,0,8
805,"台","pedestal",2022-11-16 22:21:08,2023-02-20,7,1,9
806,"怠","neglect",2022-11-14 21:41:42,2023-02-18,7,1,8
807,"治","reign",2022-11-12 12:07:03,2023-02-21,7,1,8
808,"冶","metallurgy",2022-07-25 08:36:42,2022-07-25,1,1,1
809,"始","commence",2022-09-27 21:59:53,2022-11-27,6,1,7
810,"胎","womb",2022-07-29 20:53:00,2022-07-29,1,1,2
811,"窓","window",2022-11-17 22:08:32,2022-12-13,5,0,4
812,"去","gone",2022-11-02 10:53:11,2023-02-02,7,0,6
813,"法","method",2022-11-04 12:40:46,2023-02-05,7,0,6
814,"会","meeting",2022-10-22 14:17:38,2023-01-24,7,0,6
815,"至","climax",2022-11-02 10:53:11,2023-03-08,7,0,6
816,"室","room",2022-11-25 15:04:57,2023-02-27,7,0,8
817,"到","arrival",2022-10-27 21:52:10,2023-03-02,7,0,6
818,"致","doth",2022-10-27 21:29:24,2023-02-08,7,0,6
819,"互","mutually",2022-10-21 20:51:24,2023-02-23,7,0,6
820,"棄","abandon",2022-10-24 22:12:30,2022-12-22,6,0,10
821,"育","bring up",2022-10-28 22:43:53,2023-02-15,7,0,6
822,"撤","remove",2022-11-17 22:01:10,2022-12-12,5,0,9
823,"充","allot",2022-10-28 22:40:05,2023-02-16,7,0,6
824,"銃","gun",2022-11-13 22:00:03,2022-12-08,5,0,8
825,"硫","sulfur",2022-10-28 22:43:53,2023-02-24,7,0,6
826,"流","current",2022-11-09 17:21:41,2023-02-23,7,0,6
827,"允","license",2022-11-04 13:05:59,2023-02-23,7,0,6
828,"唆","tempt",2022-11-21 21:39:30,2023-01-19,6,1,10
829,"出","exit",2022-10-27 21:18:23,2023-02-01,7,0,6
830,"山","mountain",2022-11-12 10:52:19,2023-03-17,7,0,6
831,"拙","bungling",2022-11-14 21:58:08,2023-01-06,6,0,9
832,"岩","boulder",2022-11-11 12:58:39,2023-03-14,7,0,6
833,"炭","charcoal",2022-11-08 14:35:25,2023-03-02,7,0,6
834,"岐","branch off",2022-10-16 21:52:12,2022-12-07,6,0,7
835,"峠","mountain pass",2022-10-31 15:56:55,2023-02-18,7,0,6
836,"崩","crumble",2022-11-07 19:33:54,2023-02-14,7,0,6
837,"密","secrecy",2022-11-02 10:53:10,2023-02-12,7,0,6
838,"蜜","honey",2022-11-16 22:32:15,2022-11-30,4,0,7
839,"嵐","storm",2022-11-02 11:03:24,2023-02-24,7,0,6
840,"崎","promontory",2022-10-18 18:47:11,2023-02-18,7,0,6
841,"崖","bluffs",2022-10-31 15:23:37,2023-02-20,7,0,6
842,"入","go in",2022-10-19 10:25:25,2022-12-11,6,0,7
843,"込","crowded",2022-11-16 22:43:09,2023-01-04,6,0,9
844,"分","part",2022-11-10 18:51:20,2023-02-11,7,0,6
845,"貧","poverty",2022-10-26 11:07:16,2023-01-29,7,0,6
846,"頒","partition",2022-10-21 21:00:58,2022-12-07,6,0,11
847,"公","public",2022-11-06 22:20:49,2023-03-04,7,0,6
848,"松","pine tree",2022-10-27 21:29:24,2023-02-02,7,0,6
849,"翁","venerable old man",2022-10-21 20:51:24,2023-02-06,7,0,6
850,"訟","sue",2022-11-09 17:21:54,2023-03-08,7,0,6
851,"谷","valley",2022-10-23 12:55:43,2023-02-09,7,0,6
852,"浴","bathe",2022-11-21 21:29:53,2022-12-02,4,0,7
853,"容","contain",2022-11-15 21:04:53,2022-12-08,5,0,8
854,"溶","melt",2022-11-11 14:18:03,2023-02-13,7,0,6
855,"欲","craving",2022-10-30 13:32:28,2023-02-01,7,0,7
856,"裕","abundant",2022-11-06 22:20:49,2023-03-05,7,0,6
857,"鉛","lead (metal)",2022-11-21 21:35:17,2022-12-17,5,0,8
858,"沿","run alongside",2022-11-09 11:31:20,2023-02-14,7,0,6
859,"賞","prize",2022-10-28 22:36:24,2023-02-24,7,0,6
860,"党","party",2022-11-02 11:21:00,2023-02-13,7,0,6
861,"堂","hall",2022-11-15 21:12:51,2023-03-02,7,0,6
862,"常","usual",2022-11-07 19:33:54,2023-03-02,7,0,6
863,"裳","skirt",2022-10-27 21:45:11,2023-02-19,7,0,6
864,"掌","manipulate",2022-11-04 12:40:46,2023-02-09,7,0,6
865,"皮","pelt",2022-11-16 22:06:00,2023-03-20,7,0,6
866,"波","waves",2022-11-11 14:32:20,2023-03-17,7,0,6
867,"婆","old woman",2022-11-11 14:32:20,2023-03-11,7,0,6
868,"披","expose",2022-11-13 22:27:32,2023-03-10,7,0,6
869,"破","rend",2022-11-25 15:04:57,2023-03-06,7,0,8
870,"被","incur",2022-11-13 22:40:38,2022-11-26,4,0,8
871,"残","remainder",2022-11-21 21:35:17,2022-12-18,5,0,8
872,"殉","martyrdom",2022-10-21 21:10:35,2022-12-09,6,0,7
873,"殊","particular (skip)",2022-09-18 18:29:06,2022-09-18,1,1,5
874,"殖","augment",2022-11-17 22:08:32,2023-02-24,7,0,6
875,"列","queue",2022-11-12 12:07:03,2023-02-17,7,0,6
876,"裂","split",2022-11-22 19:56:54,2022-12-17,5,0,8
877,"烈","ardent",2022-11-23 21:54:34,2022-12-16,5,0,8
878,"死","death",2022-11-17 22:08:32,2023-03-14,7,0,6
879,"葬","funeral",2022-11-08 21:23:45,2022-12-02,5,0,9
880,"瞬","wink",2022-10-26 11:32:04,2023-02-20,7,0,6
881,"耳","ear",2022-11-01 10:16:04,2023-02-21,7,0,6
882,"取","take",2022-11-24 21:49:17,2023-03-09,7,0,8
883,"趣","gist",2022-10-25 20:15:23,2022-12-14,6,0,7
884,"最","utmost",2022-11-07 19:17:39,2023-02-28,7,0,6
885,"撮","snapshot",2022-11-08 14:55:51,2023-02-09,7,0,6
886,"恥","shame",2022-10-31 16:08:54,2023-02-28,7,0,6
887,"職","post",2022-10-28 22:36:24,2023-02-10,7,0,6
888,"聖","holy",2022-11-13 22:45:28,2023-01-07,6,0,9
889,"敢","daring",2022-11-21 21:12:12,2022-12-17,5,0,8
890,"聴","listen",2022-11-18 21:04:25,2022-11-25,3,0,9
891,"懐","pocket",2022-11-10 18:55:55,2023-03-09,7,0,6
892,"慢","conceit",2022-10-30 13:41:40,2022-12-30,6,0,7
893,"漫","loose",2022-11-19 20:05:07,2023-02-23,7,0,6
894,"買","buy",2022-11-08 21:32:02,2023-03-05,7,0,6
895,"置","placement",2022-11-22 19:27:59,2022-12-04,4,0,9
896,"罰","penalty",2022-11-10 18:44:10,2023-03-08,7,0,6
897,"寧","rather",2022-11-25 15:08:36,2022-12-24,5,0,8
898,"濁","turbid",2022-10-24 22:07:04,2022-12-20,6,0,7
899,"環","ring",2022-11-15 21:12:51,2023-01-13,6,0,9
900,"還","send back",2022-11-10 23:27:09,2023-02-11,7,0,6
901,"夫","husband",2022-11-13 21:35:37,2023-02-25,7,0,6
902,"扶","aid",2022-11-10 23:27:09,2022-12-02,5,0,11
903,"渓","mountain stream",2022-10-29 20:46:56,2023-02-27,7,0,6
904,"規","standard",2022-09-28 20:48:55,2022-11-28,6,0,7
905,"替","exchange",2022-11-04 12:40:46,2022-11-30,5,0,11
906,"賛","approve",2022-11-13 22:45:28,2022-12-05,5,0,12
907,"潜","submerge",2022-11-07 11:39:29,2023-02-14,7,0,7
908,"失","lose",2022-11-03 21:44:08,2023-02-24,7,0,6
909,"鉄","iron",2022-11-19 08:12:09,2023-03-12,7,0,8
910,"迭","alternate",2022-11-14 22:13:19,2022-11-26,4,0,7
911,"臣","retainer",2022-11-05 22:17:24,2023-02-13,7,0,6
912,"姫","princess",2022-11-21 21:12:12,2023-03-17,7,0,6
913,"蔵","storehouse",2022-11-11 14:28:39,2023-02-18,7,0,6
914,"臓","entrails",2022-11-11 14:18:03,2023-03-09,7,0,9
915,"賢","intelligent",2022-10-27 22:31:54,2022-11-25,5,1,11
916,"腎","kidney",2022-11-23 09:42:25,2023-01-09,6,1,10
917,"堅","strict",2022-11-21 21:15:56,2022-12-17,5,0,9
918,"臨","look forward to",2022-11-21 21:12:12,2023-03-08,7,0,6
919,"覧","perusal",2022-11-04 13:05:59,2022-12-23,6,0,15
920,"巨","gigantic",2022-11-11 14:18:03,2023-03-10,7,0,6
921,"拒","repel",2022-11-22 19:44:58,2022-12-03,4,0,3
922,"力","power",2022-11-06 22:20:49,2023-02-26,7,0,6
923,"男","man",2022-11-08 14:35:25,2023-02-21,7,0,6
924,"労","labor",2022-11-21 21:24:07,2022-12-15,5,0,8
925,"募","recruit",2022-10-30 13:41:40,2023-03-05,7,0,6
926,"劣","inferiority",2022-11-05 22:30:54,2022-12-27,6,0,7
927,"功","achievement",2022-11-02 10:42:34,2023-02-04,7,0,6
928,"勧","persuade",2022-08-05 19:29:28,2022-08-05,1,1,2
929,"努","toil",2022-10-07 12:07:45,2022-12-03,6,0,7
930,"勃","uprising",2022-11-08 21:17:33,2023-03-06,7,0,6
931,"励","encourage",2022-11-22 19:53:33,2023-01-14,6,0,13
932,"加","add",2022-11-08 21:35:35,2023-02-08,7,0,6
933,"賀","congratulations",2022-11-07 19:36:58,2023-01-02,6,0,7
934,"架","erect",2022-11-10 23:15:58,2023-03-02,7,0,6
935,"脇","armpit",2022-11-17 22:08:32,2023-03-08,7,0,6
936,"脅","threaten",2022-11-07 19:36:58,2023-02-13,7,0,7
937,"協","co-operate",2022-11-11 13:40:22,2023-03-03,7,0,6
938,"行","going",2022-11-13 22:27:32,2023-02-14,7,0,6
939,"律","rhythm",2022-11-17 09:54:28,2023-03-06,7,0,6
940,"復","restore",2022-11-16 22:39:02,2023-02-20,7,0,6
941,"得","gain",2022-11-18 20:36:22,2022-12-13,5,0,14
942,"従","accompany",2022-11-13 21:35:37,2023-02-24,7,0,7
943,"徒","junior",2022-11-25 15:08:36,2022-12-09,4,0,7
944,"待","wait",2022-11-09 08:32:12,2023-03-12,7,0,7
945,"往","journey",2022-11-22 19:27:59,2023-03-03,7,0,6
946,"征","subjugate",2022-11-23 21:38:39,2022-12-02,3,0,6
947,"径","diameter",2022-11-05 22:05:55,2023-03-01,7,0,7
948,"彼","he",2022-11-10 18:44:10,2023-03-10,7,0,6
949,"役","duty",2022-11-20 11:01:24,2022-12-04,4,0,7
950,"徳","benevolence",2022-10-17 11:21:05,2022-12-03,6,0,9
951,"徹","penetrate",2022-11-18 20:52:02,2023-02-24,7,0,8
952,"徴","indications",2022-11-13 22:27:32,2023-03-18,7,0,6
953,"懲","penal",2022-11-16 22:43:09,2023-03-14,7,0,7
954,"微","infinitesimal",2022-11-09 08:32:12,2023-03-07,7,1,6
955,"街","boulevard",2022-11-19 23:43:00,2022-11-25,3,0,7
956,"桁","girder",2022-11-15 21:04:53,2023-02-20,7,0,6
957,"衡","equilibrium",2022-11-14 22:00:39,2023-02-28,7,0,6
958,"稿","draft",2022-11-09 17:21:41,2023-02-19,7,0,6
959,"稼","earnings",2022-11-08 14:32:27,2023-02-08,7,0,7
960,"程","extent",2022-11-18 20:15:47,2023-02-25,7,0,6
961,"税","tax",2022-11-14 21:09:51,2023-03-19,7,0,6
962,"稚","immature",2022-11-13 22:40:38,2023-02-18,7,0,6
963,"和","harmony",2022-11-09 11:31:20,2023-02-11,7,0,6
964,"移","shift",2022-11-14 21:53:48,2023-02-16,7,0,6
965,"秒","second",2022-11-14 21:50:39,2023-03-14,7,0,7
966,"秋","autumn",2022-11-08 21:23:45,2023-02-23,7,0,6
967,"愁","distress",2022-11-19 08:07:52,2023-01-06,6,0,10
968,"私","private",2022-11-14 21:09:51,2023-03-01,7,0,6
969,"秩","regularity",2022-08-06 08:31:32,2022-08-06,1,1,0
970,"秘","secret",2022-10-02 12:22:57,2022-12-01,6,0,7
971,"称","appellation",2022-09-29 07:57:26,2022-11-26,6,0,5
972,"利","profit",2022-11-23 09:54:23,2023-03-29,7,0,6
973,"梨","pear tree",2022-10-15 11:14:58,2022-12-15,6,0,7
974,"穫","harvest",2022-11-05 22:23:50,2022-11-27,5,0,9
975,"穂","ear of a plant",2022-11-08 21:32:02,2023-03-05,7,0,6
976,"稲","rice plant",2022-11-19 08:12:09,2023-03-10,7,0,6
977,"香","incense",2022-11-08 14:55:51,2023-03-14,7,0,6
978,"季","seasons",2022-10-17 11:24:19,2022-12-14,6,0,7
979,"委","committee",2022-11-12 12:10:40,2023-03-09,7,0,6
980,"秀","excel",2022-11-24 21:30:09,2023-03-20,7,0,6
981,"透","transparent",2022-11-17 22:01:10,2023-03-18,7,0,6
982,"誘","entice",2022-08-07 09:14:44,2022-08-07,1,1,0
983,"稽","training",2022-10-05 20:30:27,2022-11-26,6,0,8
984,"穀","cereals",2022-11-19 08:01:21,2023-03-03,7,0,6
985,"菌","germ",2022-11-16 22:06:00,2023-03-21,7,0,6
986,"萎","numb",2022-11-17 22:43:01,2023-03-04,7,0,6
987,"米","rice",2022-11-10 18:44:10,2023-03-10,7,0,6
988,"粉","flour",2022-10-01 09:42:51,2022-11-25,6,0,6
989,"粘","sticky",2022-11-17 22:41:08,2023-03-20,7,0,7
990,"粒","grains",2022-11-20 11:46:23,2022-11-28,3,0,6
991,"粧","cosmetics",2022-11-17 22:08:32,2023-02-28,7,0,7
992,"迷","astray",2022-11-19 19:58:35,2023-02-19,7,0,6
993,"粋","chic",2022-11-18 19:53:10,2023-02-28,7,0,6
994,"謎","riddle",2022-11-13 21:41:07,2023-02-17,7,0,6
995,"糧","provisions",2022-11-17 22:43:01,2023-02-17,7,0,6
996,"菊","chrysanthemum",2022-11-04 12:24:48,2022-12-28,6,0,7
997,"奥","deep inside",2022-10-16 22:02:41,2022-12-02,6,0,7
998,"数","number",2022-11-15 20:20:23,2023-02-24,7,0,6
999,"楼","watchtower",2022-11-24 21:44:28,2022-12-03,3,0,8
1000,"類","sort",2022-10-25 20:37:48,2022-12-11,6,0,9
1001,"漆","lacquer",2022-11-13 22:40:43,2023-03-10,7,0,6
1002,"膝","knee",2022-11-12 11:51:50,2023-02-20,7,0,6
1003,"様","-sama",2022-11-06 22:14:06,2023-01-06,6,0,7
1004,"求","request",2022-11-14 21:22:03,2023-03-03,7,0,6
1005,"球","ball",2022-11-17 22:01:10,2022-11-29,4,0,8
1006,"救","salvation",2022-11-18 20:15:47,2023-03-19,7,0,7
1007,"竹","bamboo",2022-10-03 11:06:55,2022-11-30,6,0,5
1008,"笑","laugh",2022-11-23 21:43:40,2022-11-28,3,0,6
1009,"笠","bamboo hat",2022-11-19 08:17:12,2023-02-20,7,0,6
1010,"笹","bamboo grass",2022-11-21 21:24:07,2023-03-20,7,0,6
1011,"箋","stationery",2022-11-18 20:37:29,2023-03-20,7,0,6
1012,"筋","muscle",2022-11-18 21:04:25,2023-02-20,7,0,6
1013,"箱","box",2022-10-14 10:12:23,2022-11-29,6,0,7
1014,"筆","writing brush",2022-10-02 13:01:33,2022-12-02,6,0,5
1015,"筒","cylinder",2022-11-16 22:06:00,2023-03-03,7,0,6
1016,"等","etc.",2022-10-05 20:23:39,2022-11-25,6,0,5
1017,"算","calculate",2022-11-02 10:53:49,2022-11-26,5,0,10
1018,"答","solution",2022-11-08 21:23:45,2023-02-11,7,0,6
1019,"策","scheme",2022-11-19 19:52:19,2023-02-25,7,0,6
1020,"簿","register",2022-11-11 14:32:58,2023-01-07,6,0,7
1021,"築","fabricate",2022-11-09 08:35:31,2023-01-08,6,0,7
1022,"篭","basket",2022-11-07 19:36:58,2022-12-05,5,0,9
1023,"人","person",2022-11-18 20:37:29,2023-03-09,7,0,6
1024,"佐","assistant",2022-11-19 19:58:35,2023-02-21,7,0,7
1025,"侶","partner",2022-11-23 21:52:12,2022-12-05,4,0,8
1026,"但","however",2022-11-24 21:49:17,2023-03-23,7,0,7
1027,"住","dwell",2022-11-14 21:58:08,2023-01-08,6,0,7
1028,"位","rank",2022-11-18 20:36:22,2022-11-27,3,0,6
1029,"仲","intermediary",2022-10-01 10:51:32,2022-11-26,6,0,5
1030,"体","body",2022-11-25 15:04:57,2023-03-05,7,0,7
1031,"悠","remote",2022-10-27 21:52:10,2022-12-18,6,0,8
1032,"件","case",2022-11-23 21:43:40,2023-03-28,7,0,6
1033,"仕","attend",2022-09-29 08:08:38,2022-11-27,6,0,5
1034,"他","et al.",2022-10-05 20:04:44,2022-12-05,6,0,5
1035,"伏","prostrated",2022-11-23 21:52:13,2023-03-20,7,0,6
1036,"伝","transmit",2022-10-24 22:07:04,2022-12-22,6,0,7
1037,"仏","Buddha",2022-11-24 21:30:10,2023-02-26,7,0,6
1038,"休","rest",2022-11-22 19:44:58,2023-03-14,7,0,6
1039,"仮","provisional",2022-09-30 08:05:43,2022-11-29,6,0,5
1040,"伎","performing artist (skip)",2022-08-13 09:04:54,2022-08-13,1,1,0
1041,"伯","chief (skip)",2022-08-13 09:06:39,2022-08-13,1,1,0
1042,"俗","vulgar",2022-11-20 11:24:40,2023-03-20,7,0,6
1043,"信","faith",2022-11-23 21:52:12,2023-03-05,7,0,6
1044,"佳","excellent",2022-11-17 09:40:34,2023-03-15,7,0,7
1045,"依","reliant",2022-11-18 20:32:14,2023-02-18,7,0,6
1046,"例","example",2022-11-24 22:04:23,2023-03-22,7,0,6
1047,"個","individually",2022-10-25 20:31:57,2022-12-11,6,0,7
1048,"健","healthy",2022-11-22 19:49:27,2023-02-27,7,0,6
1049,"側","side",2022-10-15 11:40:24,2022-11-29,6,0,7
1050,"侍","waiter",2022-11-13 21:35:37,2023-01-10,6,0,7
1051,"停","halt",2022-10-10 21:00:41,2022-12-07,6,0,5
1052,"値","value",2022-11-13 22:00:03,2023-02-19,7,0,6
1053,"倣","emulate",2022-10-03 11:35:48,2022-11-27,6,0,5
1054,"傲","arrogance",2022-10-12 10:03:49,2022-12-09,6,0,8
1055,"倒","overthrow",2022-10-09 23:49:17,2022-12-09,6,0,6
1056,"偵","spy",2022-08-15 07:44:45,2022-08-15,1,1,0
1057,"僧","Buddhist priest",2022-10-20 20:54:45,2022-12-17,6,0,7
1058,"億","hundred million",2022-10-04 20:22:16,2022-11-29,6,0,5
1059,"儀","ceremony",2022-11-18 21:04:25,2023-03-06,7,0,6
1060,"償","reparation",2022-10-15 10:53:27,2022-12-12,6,0,7
1061,"仙","hermit",2022-10-01 10:32:04,2022-11-30,6,0,5
1062,"催","sponsor",2022-11-18 20:20:50,2022-11-27,3,0,6
1063,"仁","humanity",2022-11-16 22:32:15,2023-02-25,7,0,6
1064,"侮","scorn",2022-11-23 10:18:42,2022-11-29,3,0,6
1065,"使","use",2022-11-15 21:08:05,2023-02-17,7,0,6
1066,"便","convenience",2022-11-08 21:32:02,2022-12-28,6,0,7
1067,"倍","double",2022-11-22 19:53:33,2023-03-09,7,0,6
1068,"優","tenderness",2022-11-18 21:09:48,2023-01-04,6,0,8
1069,"伐","fell",2022-11-15 21:08:05,2023-02-24,7,0,6
1070,"宿","inn",2022-11-16 22:21:08,2023-02-20,7,0,6
1071,"傷","wound",2022-10-06 21:38:29,2022-12-02,6,0,5
1072,"保","protect",2022-10-12 08:52:24,2022-12-01,6,0,8
1073,"褒","praise",2022-11-24 22:04:23,2022-11-25,2,0,10
1074,"傑","greatness",2022-10-07 12:03:37,2022-11-26,6,0,7
1075,"付","adhere",2022-11-20 11:41:01,2023-03-23,7,0,6
1076,"符","mark",2022-10-08 09:49:23,2022-11-29,6,0,6
1077,"府","municipality",2022-10-10 21:00:41,2022-12-09,6,0,5
1078,"任","responsibility",2022-10-22 15:54:17,2022-12-18,6,0,7
1079,"賃","fare",2022-10-11 23:28:43,2022-12-11,6,0,7
1080,"代","substitute",2022-10-18 18:59:54,2022-12-02,6,0,7
1081,"袋","sack",2022-10-06 21:38:29,2022-12-03,6,0,6
1082,"貸","lend",2022-11-17 22:08:32,2023-03-17,7,0,6
1083,"化","change",2022-11-24 21:53:33,2023-03-18,7,0,6
1084,"花","flower",2022-10-08 09:49:22,2022-12-03,6,0,5
1085,"貨","currency",2022-10-05 20:04:44,2022-11-28,6,0,5
1086,"傾","lean",2022-11-17 22:41:08,2023-03-22,7,0,6
1087,"何","what",2022-11-21 21:15:56,2023-03-01,7,0,6
1088,"荷","baggage",2022-10-12 10:13:37,2022-12-05,6,0,7
1089,"俊","sagacious",2022-11-21 21:39:30,2023-01-17,6,2,10
1090,"傍","bystander",2022-10-11 23:10:18,2022-12-01,6,0,8
1091,"俺","ore (pronoun)",2022-11-23 21:54:34,2023-02-28,7,0,7
1092,"久","long time",2022-10-03 11:43:20,2022-12-01,6,0,5
1093,"畝","furrow",2022-11-15 20:20:24,2023-01-11,6,0,7
1094,"囚","captured",2022-10-10 21:04:28,2022-11-26,6,0,5
1095,"内","inside",2022-11-24 21:53:33,2023-03-14,7,0,6
1096,"丙","third class",2022-10-10 22:15:10,2022-12-06,6,0,5
1097,"柄","design",2022-10-16 22:02:41,2022-12-12,6,0,5
1098,"肉","meat",2022-11-21 21:15:56,2023-03-14,7,0,6
1099,"腐","rot",2022-10-09 21:50:09,2022-12-02,6,0,5
1100,"座","sit",2022-10-06 21:32:36,2022-11-27,6,0,5
1101,"挫","sprain",2022-10-06 21:21:03,2022-11-29,6,0,5
1102,"卒","graduate",2022-10-04 20:09:30,2022-12-02,6,0,5
1103,"傘","umbrella",2022-10-13 21:58:28,2022-12-13,6,0,7
1104,"匁","monme (skip)",2022-08-20 10:25:33,2022-08-20,1,1,0
1105,"以","by means of",2022-10-10 22:04:16,2022-12-10,6,0,5
1106,"似","similar",2022-10-30 12:47:18,2022-11-27,5,0,7
1107,"併","join",2022-10-07 11:54:13,2022-12-06,6,0,5
1108,"瓦","tile",2022-11-13 22:10:56,2023-01-01,6,0,7
1109,"瓶","flower pot",2022-11-09 08:32:12,2022-12-06,5,0,9
1110,"宮","Shinto shrine",2022-10-12 09:35:12,2022-12-12,6,0,5
1111,"営","occupation",2022-11-13 22:10:56,2023-01-12,6,0,7
1112,"善","virtuous",2022-10-07 11:54:13,2022-12-01,6,0,5
1113,"膳","dining tray",2022-10-06 21:25:40,2022-11-28,6,0,6
1114,"年","year",2022-10-06 21:45:03,2022-11-28,6,0,6
1115,"夜","night",2022-10-16 21:46:28,2022-12-01,6,0,6
1116,"液","liquid",2022-11-17 21:50:03,2023-01-02,6,0,7
1117,"塚","hillock",2022-10-16 22:06:08,2022-12-13,6,0,6
1118,"幣","cash",2022-10-09 20:22:45,2022-12-07,6,0,5
1119,"蔽","covered",2022-10-11 23:10:18,2022-11-30,6,0,5
1120,"弊","abuse",2022-11-15 21:12:51,2023-01-14,6,0,7
1121,"喚","yell",2022-11-05 22:01:51,2022-12-02,5,0,9
1122,"換","interchange",2022-10-19 10:46:49,2022-12-10,6,0,7
1123,"融","dissolve",2022-11-18 21:04:25,2023-01-17,6,0,7
1124,"施","charity",2022-10-05 20:33:59,2022-12-02,6,0,5
1125,"旋","rotation",2022-10-09 20:27:40,2022-11-25,6,0,5
1126,"遊","play",2022-11-07 19:33:54,2023-01-05,6,0,8
1127,"旅","trip",2022-10-09 21:50:09,2022-12-09,6,0,7
1128,"勿","not",2022-10-03 17:09:11,2022-11-30,6,0,5
1129,"物","thing",2022-10-13 21:58:28,2022-12-03,6,0,5
1130,"易","easy",2022-10-10 22:11:06,2022-12-06,6,0,5
1131,"賜","grant",2022-10-04 20:09:29,2022-12-04,6,0,5
1132,"尿","urine",2022-11-14 21:58:08,2022-12-06,5,0,9
1133,"尼","nun",2022-11-17 09:54:28,2023-02-22,7,0,6
1134,"尻","buttocks",2022-10-23 12:20:09,2022-12-12,6,0,7
1135,"泥","mud",2022-10-13 21:52:35,2022-11-30,6,0,5
1136,"塀","fence",2022-10-09 20:37:24,2022-11-28,6,0,5
1137,"履","footgear",2022-11-09 08:10:56,2023-01-03,6,0,9
1138,"屋","roof",2022-10-07 11:03:08,2022-12-04,6,0,7
1139,"握","grasp",2022-11-03 21:33:12,2022-12-19,6,0,8
1140,"屈","yield",2022-10-10 22:11:06,2022-11-29,6,0,5
1141,"掘","dig",2022-11-04 12:18:43,2022-11-27,5,0,7
1142,"堀","ditch",2022-10-09 20:27:40,2022-12-09,6,0,5
1143,"居","reside",2022-10-10 21:04:29,2022-12-04,6,0,5
1144,"据","install",2022-10-08 10:12:57,2022-11-25,6,0,5
1145,"裾","hem",2022-10-08 10:12:57,2022-12-01,6,0,5
1146,"層","stratum",2022-10-15 11:40:24,2022-12-02,6,0,5
1147,"局","bureau",2022-10-22 16:07:09,2022-12-19,6,0,8
1148,"遅","slow",2022-11-01 11:03:39,2022-12-21,6,0,8
1149,"漏","leak",2022-10-16 21:52:12,2022-12-13,6,0,7
1150,"刷","printing",2022-10-18 14:27:30,2022-12-18,6,0,7
1151,"尺","shaku",2022-10-16 22:06:08,2022-12-08,6,0,5
1152,"尽","exhaust",2022-11-09 11:22:08,2022-12-27,6,0,10
1153,"沢","swamp",2022-10-08 09:57:46,2022-11-27,6,0,5
1154,"訳","translate",2022-10-09 20:37:24,2022-12-02,6,0,5
1155,"択","choose",2022-11-03 21:45:26,2022-11-28,5,0,7
1156,"昼","daytime",2022-11-11 14:22:25,2022-12-07,5,0,10
1157,"戸","door",2022-10-10 22:04:16,2022-11-25,6,0,5
1158,"肩","shoulder",2022-10-16 21:58:15,2022-12-05,6,0,5
1159,"房","tassel (skip)",2022-08-26 20:40:35,2022-08-26,1,1,1
1160,"扇","fan",2022-10-11 23:15:51,2022-12-11,6,0,5
1161,"炉","hearth",2022-10-19 10:06:21,2022-12-05,6,0,7
1162,"戻","re-",2022-10-15 11:22:45,2022-12-06,6,0,5
1163,"涙","tears",2022-10-15 09:25:57,2022-12-15,6,0,5
1164,"雇","hire",2022-10-11 23:23:18,2022-11-28,6,0,5
1165,"顧","look back",2022-11-10 23:15:58,2022-12-07,5,0,8
1166,"啓","disclose",2022-11-12 11:58:37,2022-12-30,6,0,9
1167,"示","show",2022-11-04 12:54:39,2023-01-01,6,0,9
1168,"礼","salutation",2022-10-19 10:18:00,2022-12-19,6,0,5
1169,"祥","auspicious",2022-11-23 21:52:12,2023-01-18,6,0,8
1170,"祝","celebrate",2022-11-15 21:04:53,2023-01-11,6,0,7
1171,"福","blessing",2022-11-16 22:21:08,2022-11-28,4,0,9
1172,"祉","welfare",2022-10-14 10:27:52,2022-12-01,6,0,5
1173,"社","company",2022-10-13 21:52:35,2022-11-29,6,0,5
1174,"視","inspection",2022-11-06 22:14:06,2022-12-25,6,0,8
1175,"奈","Nara (skip)",2022-08-26 07:16:28,2022-08-26,1,1,0
