FrameNumber,Kanji,Keyword,LastReview,ExpireDate,LeitnerBox,FailCount,PassCount
1176,"尉","military officer",2022-11-23 10:18:42,2023-01-07,6,0,9
1177,"慰","consolation",2022-10-15 11:40:24,2022-12-15,6,0,5
1178,"款","goodwill",2022-11-24 21:25:00,2022-12-06,4,0,11
1179,"禁","prohibition",2022-11-08 21:23:45,2022-12-06,5,0,7
1180,"襟","collar",2022-10-18 18:59:54,2022-12-02,6,0,5
1181,"宗","religion",2022-10-16 21:52:13,2022-12-10,6,0,5
1182,"崇","adore",2022-10-12 08:52:24,2022-12-09,6,0,5
1183,"祭","ritual",2022-10-15 11:14:58,2022-12-02,6,0,5
1184,"察","guess",2022-10-14 10:27:52,2022-12-07,6,0,5
1185,"擦","grate",2022-10-09 23:49:15,2022-11-30,6,0,6
1186,"由","reason (wherefore)",2022-10-13 21:58:28,2022-12-07,6,0,5
1187,"抽","pluck",2022-10-18 19:31:55,2022-12-17,6,0,5
1188,"油","oil",2022-10-20 09:07:39,2022-12-15,6,0,5
1189,"袖","sleeve",2022-10-14 10:57:14,2022-12-02,6,0,6
1190,"宙","mid-air",2022-10-16 22:06:55,2022-12-11,6,0,5
1191,"届","deliver",2022-10-27 21:45:11,2022-12-24,6,0,7
1192,"笛","flute",2022-10-17 11:30:33,2022-12-05,6,0,5
1193,"軸","axis",2022-10-17 11:24:19,2022-12-15,6,0,5
1194,"甲","armor",2022-10-13 22:04:34,2022-12-05,6,0,5
1195,"押","push",2022-11-09 11:31:20,2023-01-09,6,0,9
1196,"岬","headland",2022-11-10 18:44:10,2023-01-01,6,0,7
1197,"挿","insert",2022-10-17 11:30:33,2022-12-07,6,0,5
1198,"申","say humbly",2022-10-18 18:52:20,2022-12-05,6,0,5
1199,"伸","expand",2022-10-19 09:58:48,2022-12-08,6,0,6
1200,"神","gods",2022-10-22 14:17:38,2022-12-20,6,0,6
1201,"捜","search",2022-11-14 22:13:19,2022-12-14,5,0,10
1202,"果","fruit",2022-10-17 11:30:33,2022-12-08,6,0,5
1203,"菓","candy",2022-10-15 11:14:58,2022-12-01,6,0,5
1204,"課","chapter",2022-10-15 11:14:58,2022-12-02,6,0,5
1205,"裸","naked",2022-11-21 21:40:31,2022-12-18,5,0,10
1206,"斤","ax",2022-10-21 21:10:35,2022-12-09,6,0,5
1207,"析","chop",2022-10-20 09:19:41,2022-12-12,6,0,5
1208,"所","place",2022-11-09 16:49:52,2022-12-06,5,0,7
1209,"祈","pray",2022-10-22 16:14:43,2022-12-21,6,0,7
1210,"近","near",2022-11-23 10:18:42,2022-12-16,5,0,10
1211,"折","fold",2022-10-16 21:58:15,2022-12-07,6,0,5
1212,"哲","philosophy (skip)",2022-08-30 07:11:40,2022-08-30,1,1,0
1213,"逝","departed",2022-10-18 19:17:30,2022-12-02,6,0,5
1214,"誓","vow",2022-11-24 22:04:23,2022-12-07,4,2,11
1215,"斬","chop off",2022-10-19 10:25:25,2022-12-05,6,0,5
1216,"暫","temporarily",2022-10-22 16:01:57,2022-12-14,6,0,5
1217,"漸","steadily (skip)",2022-10-24 22:12:30,2022-10-24,1,1,4
1218,"断","sever",2022-10-19 10:46:49,2022-12-11,6,0,6
1219,"質","substance",2022-10-23 12:12:08,2022-12-10,6,0,5
1220,"斥","reject",2022-10-12 08:52:24,2022-12-01,6,0,5
1221,"訴","accusation",2022-11-23 21:34:01,2022-12-08,4,1,13
1222,"昨","yesterday",2022-10-15 11:41:50,2022-12-01,6,0,6
1223,"詐","lie",2022-10-17 11:24:19,2022-12-16,6,0,8
1224,"作","make",2022-10-26 11:07:16,2022-12-16,6,0,5
1225,"雪","snow",2022-10-20 09:07:39,2022-12-05,6,0,5
1226,"録","record",2022-11-04 13:02:04,2022-12-24,6,0,7
1227,"剥","peel off",2022-10-20 20:54:45,2022-12-06,6,0,5
1228,"尋","inquire",2022-10-19 10:52:12,2022-12-14,6,0,6
1229,"急","hurry",2022-11-17 21:54:09,2022-11-29,4,0,10
1230,"穏","calm",2022-11-15 20:35:28,2022-12-14,5,0,7
1231,"侵","encroach",2022-10-26 11:07:16,2022-12-10,6,0,5
1232,"浸","immersed",2022-11-05 22:23:50,2022-12-27,6,0,7
1233,"寝","lie down",2022-10-16 22:06:55,2022-12-11,6,0,5
1234,"婦","lady",2022-10-20 20:45:03,2022-12-19,6,0,5
1235,"掃","sweep",2022-10-24 22:02:39,2022-12-11,6,0,5
1236,"当","hit",2022-10-21 21:29:00,2022-12-18,6,0,6
1237,"彙","glossary (skip)",2022-09-01 07:35:21,2022-09-01,1,1,0
1238,"争","contend",2022-10-18 18:52:20,2022-12-07,6,0,6
1239,"浄","clean",2022-11-20 11:46:23,2022-12-14,5,0,9
1240,"事","matter [an event]",2022-11-20 11:24:40,2023-01-13,6,0,9
1241,"唐","T'ang",2022-10-23 12:12:08,2022-12-17,6,0,5
1242,"糖","sugar",2022-10-17 10:53:59,2022-12-01,6,0,5
1243,"康","sane",2022-10-19 10:40:23,2022-12-15,6,0,5
1244,"逮","apprehend",2022-10-19 10:40:23,2022-12-09,6,0,5
1245,"伊","Italy",2022-10-24 22:14:01,2022-12-17,6,0,5
1246,"君","kimi",2022-10-18 14:27:30,2022-12-15,6,0,5
1247,"群","herd",2022-10-21 21:23:03,2022-12-08,6,0,5
1248,"耐","-proof",2022-10-17 11:21:05,2022-12-14,6,0,5
1249,"需","demand",2022-10-21 21:28:33,2022-12-19,6,0,5
1250,"儒","Confucian",2022-10-21 21:00:58,2022-12-18,6,0,6
1251,"端","edge",2022-11-14 21:58:08,2022-11-28,4,0,10
1252,"両","both",2022-10-22 16:07:09,2022-12-18,6,0,6
1253,"満","full",2022-09-03 07:58:07,2022-09-03,1,1,0
1254,"画","brush-stroke",2022-10-30 12:47:18,2022-12-21,6,0,5
1255,"歯","tooth",2022-10-20 20:45:03,2022-12-06,6,0,6
1256,"曲","bend",2022-10-25 20:31:57,2022-12-21,6,0,5
1257,"曹","cadet",2022-10-17 10:22:28,2022-12-12,6,0,5
1258,"遭","encounter",2022-10-26 10:50:42,2022-12-25,6,0,5
1259,"漕","rowing",2022-10-17 10:53:59,2022-12-11,6,0,5
1260,"槽","vat",2022-10-29 19:37:44,2022-12-28,6,0,5
1261,"斗","map radical",2022-10-26 11:11:16,2022-12-17,6,0,5
1262,"料","ingredient",2022-10-25 20:15:23,2022-12-12,6,0,5
1263,"科","department",2022-10-26 11:07:16,2022-12-13,6,0,5
1264,"図","map",2022-10-19 10:46:49,2022-12-13,6,0,5
1265,"用","utilize",2022-10-16 21:52:12,2022-12-16,6,0,5
1266,"庸","comfortable",2022-11-12 12:04:12,2022-12-09,5,0,7
1267,"備","equip",2022-11-23 21:38:39,2022-12-02,3,0,10
1268,"昔","once upon a time",2022-10-22 16:01:57,2022-12-16,6,0,5
1269,"錯","confused",2022-11-02 11:15:23,2022-11-28,5,0,8
1270,"借","borrow",2022-10-19 10:52:12,2022-12-08,6,0,5
1271,"惜","pity",2022-10-22 16:14:43,2022-12-14,6,0,5
1272,"措","set aside",2022-10-29 19:36:02,2022-12-28,6,0,5
1273,"散","scatter",2022-10-27 21:52:10,2022-12-18,6,0,5
1274,"廿","twenty",2022-10-20 20:37:17,2022-12-09,6,0,5
1275,"庶","commoner",2022-10-27 21:29:24,2022-12-19,6,0,5
1276,"遮","intercept",2022-10-19 10:52:12,2022-12-14,6,0,5
1277,"席","seat",2022-10-25 20:37:48,2022-12-25,6,0,5
1278,"度","degrees",2022-10-23 12:44:12,2022-12-16,6,0,5
1279,"渡","ferry",2022-11-09 16:56:36,2023-01-02,6,0,7
1280,"奔","bustle (trambusto)",2022-10-27 22:35:18,2022-12-21,6,0,5
1281,"噴","erupt",2022-10-27 22:35:18,2022-12-14,6,0,5
1282,"墳","tomb",2022-11-02 11:15:23,2022-12-28,6,0,7
1283,"憤","indignation",2022-10-26 10:59:26,2022-12-13,6,0,5
1284,"焼","bake",2022-11-17 22:01:10,2022-12-11,5,0,7
1285,"暁","daybreak",2022-10-24 21:50:12,2022-12-22,6,0,5
1286,"半","half",2022-10-24 21:50:12,2022-12-24,6,0,5
1287,"伴","consort",2022-11-24 21:49:17,2022-12-23,5,0,9
1288,"畔","paddy ridge",2022-10-23 12:53:28,2022-12-08,6,0,5
1289,"判","judgment",2022-11-02 11:15:23,2022-12-22,6,0,7
1290,"拳","fist (maybe)",2022-09-12 09:03:53,2022-09-12,1,1,1
1291,"券","ticket (maybe)",2022-09-16 08:43:35,2022-09-16,1,1,2
1292,"巻","scroll (maybe)",2022-09-08 07:37:21,2022-09-08,1,1,0
1293,"圏","sphere (maybe)",2022-09-08 07:36:56,2022-09-08,1,1,0
1294,"勝","victory (maybe)",2022-09-08 07:34:43,2022-09-08,1,1,0
1295,"藤","wisteria (maybe)",2022-09-08 07:37:21,2022-09-08,1,1,0
1296,"謄","facsimile (maybe)",2022-09-08 07:36:56,2022-09-08,1,1,0
1297,"片","one-sided",2022-10-30 13:25:03,2022-12-15,6,0,5
1298,"版","printing block",2022-10-29 20:43:54,2022-12-28,6,0,5
1299,"之","of",2022-10-26 10:50:42,2022-12-19,6,0,5
1300,"乏","shortage",2022-11-03 21:33:12,2022-12-22,6,0,7
1301,"芝","turf",2022-11-16 22:43:40,2023-01-05,6,0,7
1302,"不","negative",2022-10-24 22:07:04,2022-12-13,6,0,5
1303,"否","iee (jap)",2022-10-30 13:41:40,2022-12-23,6,0,6
1304,"杯","cupfuls",2022-11-02 10:53:49,2022-12-23,6,0,7
1305,"矢","dart",2022-10-24 22:14:01,2022-12-09,6,0,5
1306,"矯","rectify",2022-10-23 12:20:09,2022-12-22,6,0,5
1307,"族","tribe",2022-10-25 20:37:48,2022-12-25,6,0,5
1308,"知","know",2022-10-27 21:29:24,2022-12-20,6,0,5
1309,"智","wisdom",2022-11-13 22:00:03,2022-12-11,5,0,7
1310,"挨","shove",2022-11-20 11:24:40,2023-01-13,6,0,9
1311,"矛","halberd",2022-11-24 21:49:17,2023-01-10,6,0,7
1312,"柔","flexible",2022-10-29 19:29:12,2022-12-17,6,0,5
1313,"務","task",2022-10-31 15:23:38,2022-12-16,6,0,5
1314,"霧","fog",2022-11-16 22:43:09,2022-12-13,5,0,7
1315,"班","squad",2022-11-03 21:38:33,2022-12-20,6,0,7
1316,"帰","homecoming",2022-10-26 11:11:16,2022-12-12,6,0,5
1317,"弓","bow",2022-10-30 13:28:35,2022-12-21,6,0,5
1318,"引","pull",2022-11-02 11:23:06,2022-12-29,6,0,6
1319,"弔","condolences",2022-11-17 22:01:10,2022-12-16,5,0,7
1320,"弘","vast",2022-11-23 21:17:20,2023-01-14,6,0,7
1321,"強","strong",2022-10-29 20:43:54,2022-12-27,6,0,5
1322,"弥","more and more",2022-11-17 21:54:09,2022-12-15,5,0,7
1323,"弱","weak",2022-10-28 22:47:25,2022-12-20,6,0,5
1324,"溺","drowning",2022-10-27 21:52:10,2022-12-12,6,0,5
1325,"沸","seethe",2022-10-27 22:31:54,2022-12-21,6,0,5
1326,"費","expense",2022-11-12 11:51:50,2023-01-05,6,0,9
1327,"第","ordinal number",2022-10-24 21:56:18,2022-12-18,6,0,5
1328,"弟","younger brother",2022-11-03 22:14:54,2022-12-24,6,0,5
1329,"巧","adroit",2022-10-26 11:32:04,2022-11-25,5,0,6
1330,"号","nickname",2022-11-24 22:01:07,2022-12-02,3,0,8
1331,"朽","decay",2022-10-31 16:01:54,2022-12-22,6,0,5
1332,"誇","boast",2022-11-06 22:20:49,2022-11-29,5,0,8
1333,"顎","chin",2022-10-26 11:32:04,2022-12-13,6,0,6
1334,"汚","polluted",2022-11-23 09:33:58,2022-12-20,5,0,8
1335,"与","bestow",2022-11-23 09:33:58,2023-01-19,6,0,9
1336,"写","copy",2022-11-11 13:03:50,2022-12-06,5,0,8
1337,"身","somebody (skip)",2022-09-12 07:33:06,2022-09-12,1,1,0
1338,"射","shoot (skip)",2022-09-12 07:33:06,2022-09-12,1,1,0
1339,"謝","apologize (skip)",2022-09-12 07:28:35,2022-09-12,1,1,0
1340,"老","old man",2022-10-29 20:52:48,2022-12-16,6,0,5
1341,"考","consider",2022-10-27 22:31:54,2022-12-22,6,0,6
1342,"孝","filial piety",2022-10-31 16:08:54,2022-12-16,6,0,5
1343,"教","teach",2022-11-22 19:53:33,2022-12-05,4,0,9
1344,"拷","torture",2022-11-17 22:37:19,2022-11-26,3,0,8
1345,"者","puppet-eer",2022-10-31 15:36:14,2022-12-17,6,0,5
1346,"煮","boil",2022-11-06 22:14:06,2022-12-28,6,0,5
1347,"著","renowned",2022-11-21 21:40:31,2023-01-10,6,0,7
1348,"箸","chopsticks",2022-11-05 22:23:50,2022-12-31,6,0,7
1349,"署","signature",2022-11-19 23:43:00,2023-01-16,6,0,7
1350,"暑","sultry",2022-11-04 12:40:46,2023-01-04,6,0,5
1351,"諸","various",2022-11-17 22:43:01,2022-12-14,5,0,7
1352,"猪","boar",2022-11-06 22:20:49,2022-12-21,6,0,5
1353,"渚","shore",2022-11-23 21:52:12,2022-12-18,5,0,7
1354,"賭","gamble",2022-10-28 22:47:25,2022-12-14,6,0,5
1355,"峡","gorge",2022-11-01 10:59:10,2022-12-28,6,0,5
1356,"狭","cramped",2022-11-01 10:16:04,2022-12-24,6,0,5
1357,"挟","sandwiched",2022-10-31 15:23:38,2022-12-28,6,0,5
1358,"頬","cheek",2022-10-28 22:36:24,2022-12-18,6,0,5
1359,"追","chase",2022-10-30 13:32:28,2022-11-25,5,0,7
1360,"阜","large hill",2022-10-31 15:23:37,2022-11-30,5,0,6
1361,"師","expert",2022-11-18 20:36:22,2022-12-16,5,0,9
1362,"帥","commander",2022-11-20 11:07:01,2022-12-14,5,0,11
1363,"官","bureaucrat",2022-10-28 22:52:28,2022-12-16,6,0,5
1364,"棺","coffin",2022-10-31 15:56:55,2022-12-22,6,0,5
1365,"管","pipe",2022-11-03 21:45:26,2022-12-24,6,0,5
1366,"父","father",2022-10-28 22:52:28,2022-12-18,6,0,5
1367,"釜","cauldron",2022-11-14 21:22:03,2023-01-07,6,0,8
1368,"交","mingle",2022-10-29 20:46:56,2022-12-15,6,0,5
1369,"効","effective",2022-11-08 14:55:51,2023-01-08,6,0,7
1370,"較","contrast",2022-11-20 11:52:35,2022-12-13,5,0,8
1371,"校","school",2022-10-31 16:05:37,2022-12-15,6,0,5
1372,"足","foot",2022-11-04 13:05:59,2022-12-31,6,0,5
1373,"促","stimulate",2022-11-02 11:15:23,2023-01-02,6,0,5
1374,"捉","nab",2022-11-09 08:18:53,2023-01-06,6,0,5
1375,"距","distance",2022-11-24 21:53:33,2023-01-19,6,0,7
1376,"路","path",2022-10-30 13:32:28,2022-12-16,6,0,5
1377,"露","dew",2022-11-20 11:46:23,2022-12-17,5,0,7
1378,"跳","hop",2022-11-23 21:54:34,2022-11-28,3,0,7
1379,"躍","leap",2022-11-16 22:26:48,2022-11-30,4,0,6
1380,"践","practical",2022-11-18 20:32:14,2023-01-18,6,0,7
1381,"踏","step on",2022-10-31 16:01:54,2022-12-22,6,0,5
1382,"踪","trail",2022-11-03 22:14:54,2022-12-27,6,0,6
1383,"骨","skeleton",2022-11-03 22:14:54,2022-12-21,6,0,5
1384,"滑","slippery",2022-10-31 16:08:54,2022-12-21,6,0,5
1385,"髄","marrow (skip)",2022-09-17 10:04:07,2022-09-17,1,1,0
1386,"禍","calamity",2022-11-20 11:25:19,2023-01-16,6,0,9
1387,"渦","whirlpool",2022-11-07 18:55:16,2023-01-02,6,0,5
1388,"鍋","pot",2022-11-09 08:25:28,2022-12-30,6,0,5
1389,"過","overdo",2022-11-07 19:36:58,2022-12-29,6,0,5
1390,"阪","Heights",2022-11-17 22:41:08,2022-11-30,4,0,6
1391,"阿","Africa",2022-11-08 21:35:35,2022-12-24,6,0,5
1392,"際","occasion",2022-11-03 21:38:33,2022-12-28,6,0,6
1393,"障","hinder",2022-10-29 20:46:56,2022-12-22,6,0,5
1394,"隙","crevice",2022-11-02 10:53:11,2022-12-20,6,0,5
1395,"随","follow",2022-11-12 12:10:40,2022-12-12,5,0,10
1396,"陪","auxiliary (skip)",2022-09-20 08:35:35,2022-09-20,1,1,0
1397,"陽","sunshine",2022-11-23 21:43:40,2022-12-23,5,0,7
1398,"陳","exhibit",2022-11-06 21:45:46,2022-12-23,6,0,6
1399,"防","ward off",2022-11-08 14:26:23,2023-01-03,6,0,5
1400,"附","affixed (skip)",2022-09-30 08:32:39,2022-09-30,1,1,2
1401,"院","institution",2022-11-10 18:51:20,2023-01-08,6,0,7
1402,"陣","camp",2022-11-12 12:04:12,2022-12-28,6,0,5
1403,"隊","regiment",2022-11-13 22:00:03,2022-11-27,4,0,6
1404,"墜","crash",2022-11-10 18:55:54,2022-12-30,6,0,5
1405,"降","descend",2022-11-11 14:22:25,2022-12-06,5,0,8
1406,"階","floor of a building (storey)",2022-11-09 08:18:53,2022-12-31,6,0,6
1407,"陛","highness",2022-11-18 21:09:48,2022-12-03,4,0,6
1408,"隣","neighboring",2022-11-07 19:28:37,2022-12-24,6,0,7
1409,"隔","isolate",2022-11-12 11:58:37,2022-11-27,4,0,6
1410,"隠","conceal",2022-11-19 23:42:10,2022-12-16,5,0,8
1411,"堕","degenerate",2022-11-20 11:52:35,2022-11-26,3,0,10
1412,"陥","collapse",2022-11-25 15:08:36,2022-12-21,5,0,7
1413,"穴","hole",2022-11-17 21:54:09,2023-01-07,6,0,5
1414,"空","empty",2022-11-05 21:56:50,2022-12-21,6,0,5
1415,"控","abstain",2022-11-09 17:21:54,2022-12-24,6,0,6
1416,"突","stab",2022-11-15 21:08:05,2023-01-04,6,0,5
1417,"究","research",2022-11-11 14:32:20,2022-12-05,5,0,6
1418,"窒","plug up (skip)",2022-09-27 07:32:44,2022-09-27,1,1,0
1419,"窃","stealth",2022-10-31 15:56:55,2022-11-29,5,0,6
1420,"窟","cavern (skip)",2022-09-29 08:08:38,2022-09-29,1,1,2
1421,"窪","depression (skip)",2022-09-27 07:32:44,2022-09-27,1,1,0
1422,"搾","squeeze",2022-11-12 12:07:03,2022-11-26,4,0,9
1423,"窯","kiln",2022-11-13 21:35:37,2022-12-08,5,0,6
1424,"窮","hard up (skip)",2022-09-27 07:32:44,2022-09-27,1,1,0
1425,"探","grope",2022-11-12 12:04:12,2023-01-08,6,0,5
1426,"深","deep",2022-11-10 23:27:09,2023-01-04,6,0,5
1427,"丘","hill",2022-11-06 22:14:06,2023-01-05,6,0,5
1428,"岳","mountain peak",2022-11-20 11:24:40,2022-12-15,5,0,8
1429,"兵","soldier",2022-11-11 14:22:25,2022-12-31,6,0,5
1430,"浜","seacoast",2022-11-11 14:18:03,2022-12-26,6,0,5
1431,"糸","thread",2022-11-02 11:15:23,2022-12-30,6,0,5
1432,"織","weave",2022-11-08 21:32:02,2022-12-25,6,0,5
1433,"繕","darning",2022-11-05 22:23:50,2022-11-28,5,0,7
1434,"縮","shrink",2022-11-12 11:51:50,2022-11-26,4,0,6
1435,"繁","luxuriant",2022-11-13 22:40:43,2023-01-11,6,0,5
1436,"縦","vertical",2022-11-09 11:22:08,2022-12-26,6,0,5
1437,"緻","fine",2022-11-23 09:33:58,2022-12-18,5,0,11
1438,"線","line (not queue!)",2022-11-18 20:15:47,2023-01-10,6,0,7
1439,"綻","rip",2022-11-22 19:49:27,2022-11-29,3,0,7
1440,"締","tighten",2022-11-03 21:38:33,2022-12-31,6,0,5
1441,"維","fiber",2022-11-10 23:27:09,2022-12-25,6,0,5
1442,"羅","gauze",2022-11-23 21:54:34,2023-01-13,6,0,8
1443,"練","practice",2022-11-15 21:14:28,2023-01-01,6,0,5
1444,"緒","lace",2022-11-12 12:04:12,2023-01-11,6,0,5
1445,"続","continue",2022-11-16 22:21:08,2023-01-14,6,0,7
1446,"絵","picture",2022-11-09 16:49:52,2022-12-31,6,0,5
1447,"統","unite",2022-11-01 10:29:08,2022-12-01,5,0,6
1448,"絞","strangle",2022-11-24 21:44:28,2023-01-18,6,0,7
1449,"給","salary",2022-11-08 21:35:35,2023-01-01,6,0,5
1450,"絡","entwine",2022-11-23 09:54:23,2022-12-22,5,0,9
1451,"結","tie",2022-11-17 21:50:03,2023-01-13,6,0,7
1452,"終","end",2022-11-04 12:24:48,2022-12-02,5,0,6
1453,"級","grade (kyuu)",2022-11-08 21:23:45,2022-12-31,6,0,5
1454,"紀","era",2022-11-15 20:20:24,2023-01-15,6,0,5
1455,"紅","crimson",2022-11-09 16:56:36,2023-01-03,6,0,5
1456,"納","supply",2022-11-21 21:24:07,2023-01-10,6,0,7
1457,"紡","spinning",2022-11-07 19:17:39,2022-12-22,6,0,5
1458,"紛","distracted",2022-11-09 08:35:31,2023-01-06,6,0,5
1459,"紹","introduce",2022-11-20 11:07:01,2022-12-04,4,0,6
1460,"経","go through",2022-11-05 22:17:24,2023-01-04,6,0,5
1461,"紳","sir",2022-11-09 16:57:01,2022-12-31,6,0,5
1462,"約","promise",2022-11-14 22:13:19,2023-01-08,6,0,5
1463,"細","dainty",2022-11-14 22:13:19,2022-12-30,6,0,5
1464,"累","accumulate",2022-11-14 21:41:42,2022-12-13,5,0,8
1465,"索","lookup",2022-11-12 12:04:12,2023-01-11,6,0,5
1466,"総","total",2022-11-12 11:51:50,2022-12-04,5,0,6
1467,"綿","cotton",2022-11-11 13:40:22,2022-12-27,6,0,5
1468,"絹","silk",2022-11-20 11:07:01,2022-11-27,3,0,7
1469,"繰","winding",2022-11-12 12:04:12,2023-01-01,6,0,5
1470,"継","inherit",2022-11-20 11:01:24,2022-11-25,3,0,7
1471,"緑","green",2022-11-24 22:04:23,2023-01-20,6,0,10
1472,"縁","affinity",2022-11-12 12:04:12,2022-12-28,6,0,5
1473,"網","netting",2022-11-18 20:15:47,2022-11-30,4,0,6
1474,"緊","tense",2022-11-23 21:43:40,2023-01-11,6,1,8
1475,"紫","purple",2022-11-08 21:23:45,2022-12-30,6,0,5
1476,"縛","truss",2022-11-20 11:32:26,2022-11-28,3,0,6
1477,"縄","straw rope",2022-11-20 12:07:13,2023-01-17,6,0,5
1478,"幼","infancy",2022-11-11 14:32:20,2023-01-05,6,0,5
1479,"後","behind",2022-11-10 18:44:10,2023-01-02,6,0,6
1480,"幽","faint",2022-11-14 21:22:03,2023-01-06,6,0,5
1481,"幾","how many",2022-11-11 13:44:46,2022-12-29,6,0,5
1482,"機","machine",2022-11-13 21:41:07,2023-01-11,6,0,5
1483,"畿","capital suburbs (skip)",2022-09-28 07:50:55,2022-09-28,1,1,0
1484,"玄","mysterious",2022-11-16 22:26:48,2023-01-09,6,0,5
1485,"畜","livestock",2022-11-20 11:24:40,2023-01-07,6,0,5
1486,"蓄","amass",2022-11-17 22:08:32,2023-01-10,6,0,6
1487,"弦","bowstring",2022-11-24 21:30:09,2022-12-08,4,0,6
1488,"擁","hug",2022-11-24 22:01:07,2023-01-08,6,0,10
1489,"滋","nourishing",2022-11-16 22:21:08,2023-01-07,6,0,5
1490,"慈","mercy",2022-11-19 08:12:09,2023-01-05,6,0,5
1491,"磁","magnet",2022-11-16 22:43:40,2023-01-09,6,0,5
1492,"系","lineage",2022-11-13 21:56:08,2022-12-28,6,0,5
1493,"係","person in charge",2022-11-17 21:54:09,2023-01-02,6,0,5
1494,"孫","grandchild",2022-11-17 22:41:08,2023-01-14,6,0,5
1495,"懸","suspend",2022-11-18 20:20:50,2022-12-10,5,0,8
1496,"遜","modest",2022-11-19 08:17:12,2023-01-08,6,0,5
1497,"却","instead",2022-11-20 11:41:01,2023-01-15,6,0,6
1498,"脚","legs",2022-11-13 22:45:28,2022-11-28,4,0,8
1499,"卸","wholesale",2022-11-22 19:44:58,2023-01-16,6,0,5
1500,"御","honorable",2022-11-17 09:54:28,2022-11-26,3,0,6
1501,"服","clothing",2022-11-20 11:52:35,2022-11-28,3,0,7
1502,"命","fate",2022-11-19 20:04:34,2023-01-07,6,0,6
1503,"令","orders",2022-11-13 22:40:38,2023-01-13,6,0,5
1504,"零","zero",2022-11-20 11:24:40,2023-01-12,6,0,5
1505,"齢","age",2022-11-23 21:38:39,2022-12-02,3,0,7
1506,"冷","cool (temperature)",2022-11-18 20:32:14,2023-01-09,6,0,5
1507,"領","jurisdiction",2022-11-22 19:56:54,2023-01-20,6,0,8
1508,"鈴","small bell",2022-11-10 23:20:56,2022-12-06,5,0,6
1509,"勇","courage",2022-11-17 22:43:01,2023-01-05,6,0,5
1510,"湧","bubble up",2022-11-19 08:17:12,2022-12-15,5,0,6
1511,"通","traffic",2022-11-25 14:42:14,2023-01-18,6,0,6
1512,"踊","jump",2022-11-17 22:45:11,2023-01-16,6,0,5
1513,"疑","doubt",2022-11-13 21:35:37,2023-01-11,6,0,5
1514,"擬","mimic",2022-11-15 21:04:53,2023-01-03,6,0,5
1515,"凝","congeal (settle, harden, freeze)",2022-11-24 21:49:17,2023-01-24,6,0,5
1516,"範","pattern",2022-11-04 12:18:43,2022-11-26,5,0,6
1517,"犯","criminal",2022-11-21 21:12:12,2022-12-19,5,0,9
1518,"氾","flood",2022-11-24 21:49:17,2023-01-21,6,0,6
1519,"厄","unlucky",2022-10-28 22:40:05,2022-11-27,5,0,4
1520,"危","dangerous",2022-10-31 16:01:54,2022-11-30,5,0,6
1521,"宛","address",2022-11-18 20:20:50,2023-01-10,6,0,5
1522,"腕","arm",2022-11-14 22:03:55,2022-12-14,5,0,6
1523,"苑","garden",2022-11-06 22:09:00,2022-12-03,5,0,6
1524,"怨","grudge",2022-11-23 10:18:42,2023-01-09,6,0,5
1525,"柳","willow (skip)",2022-10-04 08:13:24,2022-10-04,1,1,0
1526,"卵","egg",2022-10-31 15:56:55,2022-11-25,5,0,4
1527,"留","detain",2022-11-14 21:50:39,2022-12-14,5,0,7
1528,"瑠","marine blue (skip)",2022-10-04 08:12:20,2022-10-04,1,1,0
1529,"貿","trade",2022-11-21 21:35:17,2022-11-30,3,0,5
1530,"印","stamp",2022-11-23 09:54:23,2023-01-12,6,0,6
1531,"臼","mortar",2022-11-21 21:24:07,2023-01-19,6,0,5
1532,"毀","to break something",2022-11-24 21:30:10,2023-01-11,6,0,6
1533,"興","entertain",2022-10-31 15:36:14,2022-11-29,5,0,4
1534,"酉","sign of the bird",2022-11-22 19:49:27,2023-01-18,6,0,5
1535,"酒","sake",2022-10-29 20:52:48,2022-11-28,5,0,4
1536,"酌","bartending",2022-10-27 21:24:44,2022-11-26,5,0,4
1537,"酎","hooch (skip)",2022-10-06 21:25:40,2022-10-06,1,1,1
1538,"酵","fermentation",2022-11-20 11:46:23,2023-01-08,6,0,5
1539,"酷","cruel",2022-11-17 22:08:32,2022-12-13,5,0,8
1540,"酬","repay",2022-11-25 14:42:14,2023-01-15,6,0,5
1541,"酪","dairy products",2022-11-19 19:58:35,2023-01-12,6,0,5
1542,"酢","vinegar",2022-11-22 19:21:41,2023-01-18,6,0,5
1543,"酔","drunk",2022-10-30 13:41:40,2022-11-28,5,0,4
1544,"配","distribute",2022-10-27 21:24:45,2022-11-25,5,0,4
1545,"酸","acid",2022-10-31 15:08:26,2022-11-29,5,0,4
1546,"猶","waver",2022-11-19 08:17:12,2023-01-15,6,0,5
1547,"尊","revered",2022-11-07 18:55:16,2022-12-07,5,0,7
1548,"豆","beans",2022-11-22 19:44:58,2023-01-13,6,0,5
1549,"頭","head",2022-11-04 13:06:59,2022-11-26,5,0,6
1550,"短","short",2022-11-24 22:01:07,2023-01-21,6,0,5
1551,"豊","bountiful",2022-11-11 14:28:39,2022-12-10,5,0,7
1552,"鼓","drum",2022-11-23 09:33:11,2023-01-07,6,0,6
1553,"喜","rejoice",2022-10-29 20:46:56,2022-11-25,5,0,4
1554,"樹","timber-trees",2022-11-03 21:45:26,2022-12-03,5,0,5
